frame,Oxygen Sensor-Bank1/Sensor1,Air Flow Rate from Mass Air Flow Sensor,Engine Coolant Temperature Sensor,Oil Temperature Sensor,Intake Air Temperature Sensor,Throttle Position,Adapted Throttle Position,Battery voltage,Cranking Signal,Closed Throttle Position,Part Load Status,Vehicle Speed,Engine Speed,Target Idle Speed,Transaxle Range Switch,A/C Switch,A/C Pressure Switch,A/C Relay,Oxygen Sensor-Bank1/Sensor2,Cylinder Injection Time-Bank1,Fuel System Status,Long Term Fuel Trim-Idle Load,Long Term Fuel Trim-Part Load,Oxygen Sensor Heater Duty-Bank1/Sensor1,Oxygen Sensor Heater Duty-Bank1/Sensor2,Idle speed control actuator,EVAP Purge valve,Ignition dwell time,Camshaft Actual Position,Camshaft position target,CVVT Status,CVVT Actuation Status,CVVT Duty Control Status,CVVT Valve Duty,Ignition Timing Advance for 1 Cylinder
4013,202043.89,1224.41,90.0,83,-48.0,11.72,0.07,13.92,1,2,4,0,139,151,0,0,0,0,202043.89,132.53,0,14.34,57.56,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4014,204553.75,1352.41,90.0,83,-48.0,11.72,0.07,13.92,1,2,0,0,55,150,0,0,1,0,204553.75,132.53,0,14.34,57.56,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4015,203298.82,1392.41,90.0,83,-48.0,11.72,0.07,14.02,0,2,4,0,29,151,0,0,1,0,203298.82,133.55,0,14.34,57.56,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4016,202043.89,1232.41,90.0,83,-48.0,11.72,0.07,14.02,1,2,4,0,21,151,0,0,0,0,202043.89,133.55,0,14.34,57.56,48.44,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4017,203298.82,1200.41,90.0,83,-48.0,11.72,0.07,13.82,0,2,4,0,19,152,0,0,1,0,203298.82,133.56,0,14.34,57.56,48.44,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4018,202043.89,1216.41,90.0,84,-48.0,11.72,0.07,13.92,1,2,4,0,26,153,0,0,0,0,202043.89,133.56,0,14.34,57.56,48.44,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4019,204553.75,1120.41,90.0,84,-48.0,11.72,0.07,14.02,1,0,0,0,109,154,0,0,1,0,204553.75,134.58,0,14.34,0.41,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4020,202043.89,1232.41,90.0,84,-48.0,11.25,0.07,14.02,1,2,4,0,156,154,0,0,0,0,202043.89,134.58,0,14.34,0.41,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4021,202043.89,1320.41,90.0,84,-48.0,11.72,0.07,13.82,1,2,4,0,161,154,0,0,0,0,202043.89,134.58,0,14.34,0.41,46.48,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4022,204553.75,1352.41,90.0,84,-48.0,11.72,0.07,13.92,1,0,0,0,162,154,0,0,1,0,204553.75,134.58,0,14.34,0.41,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4023,203298.82,1120.41,90.0,84,-48.0,11.72,0.07,13.92,0,2,0,0,161,154,0,0,1,0,203298.82,134.58,0,14.34,0.41,46.48,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4024,203298.82,1272.41,90.0,84,-48.0,12.18,0.07,14.02,0,2,0,0,157,154,0,0,1,0,203298.82,134.58,0,14.34,0.41,46.48,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4025,203298.82,1272.41,90.0,84,-48.0,11.72,0.07,13.92,0,0,4,0,150,154,0,0,1,0,203298.82,134.58,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4026,200788.96,1536.41,90.0,84,-48.0,11.72,0.07,13.82,1,2,4,0,121,153,0,0,0,0,200788.96,134.58,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4027,200788.96,1656.41,90.75,84,-48.0,11.72,0.07,14.02,1,2,0,0,51,152,0,0,0,0,200788.96,134.58,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4028,200788.96,1288.41,90.75,84,-48.0,12.18,0.07,14.02,1,2,0,0,26,152,0,0,0,0,200788.96,134.58,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4029,204553.75,1392.41,90.75,84,-48.0,12.18,0.07,13.82,0,0,4,0,20,152,0,0,1,0,204553.75,134.58,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4030,203298.82,1608.41,90.75,84,-48.0,11.72,0.07,13.92,0,2,0,0,20,152,0,0,1,0,203298.82,134.58,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4031,202043.89,1336.41,90.75,84,-48.0,12.18,0.07,14.02,0,0,0,0,23,154,0,0,0,0,202043.89,134.58,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4032,203298.82,1344.41,90.75,84,-48.0,11.72,0.07,14.02,1,2,0,0,61,154,0,0,1,0,203298.82,134.58,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4033,204553.75,1152.41,90.75,84,-48.0,12.18,0.07,13.92,1,0,0,0,139,156,0,0,1,0,204553.75,135.61,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4034,203298.82,1576.41,90.75,84,-48.0,12.18,0.07,13.82,0,2,4,0,160,156,0,0,1,0,203298.82,135.61,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4035,200788.96,1512.41,90.75,84,-48.0,11.72,0.07,13.92,1,2,0,0,162,156,0,0,0,0,200788.96,135.61,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4036,194514.3,1576.41,90.75,84,-48.0,11.72,0.07,14.02,0,0,4,0,162,156,0,0,1,0,194514.3,135.61,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4037,195769.24,1424.41,90.75,84,-48.0,11.72,0.07,14.02,1,2,4,0,160,155,0,0,0,2,195769.24,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4038,200788.96,1584.41,90.75,84,-48.0,12.18,0.07,13.82,1,2,0,0,154,154,0,0,0,0,200788.96,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4039,203298.82,1560.41,90.75,84,-48.0,11.72,0.07,13.82,0,0,4,0,136,154,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4040,202043.89,1480.41,90.75,84,-48.0,12.18,0.07,14.02,0,0,0,0,56,153,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4041,203298.82,1488.41,90.75,84,-48.0,11.72,0.07,14.02,0,0,0,0,26,152,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4042,203298.82,1192.41,90.75,84,-48.0,12.18,0.07,13.82,1,2,0,0,19,153,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4043,203298.82,1568.41,90.75,84,-48.0,12.18,0.07,14.02,1,2,4,0,17,152,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4044,202043.89,1272.41,90.75,84,-48.0,12.18,0.07,14.02,0,0,4,0,21,152,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4045,202043.89,1464.41,90.75,84,-48.0,12.18,0.07,14.02,0,0,4,0,38,152,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4046,203298.82,1464.41,90.75,84,-48.0,11.72,0.07,13.82,0,2,0,0,110,153,0,0,1,0,203298.82,135.61,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4047,204553.75,1416.41,90.75,84,-48.0,12.18,0.07,13.92,0,0,4,0,153,153,0,0,1,0,204553.75,135.61,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4048,202043.89,1440.41,90.75,84,-48.0,11.72,0.07,14.02,1,2,4,0,163,152,0,0,0,0,202043.89,135.6,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4049,200788.96,1448.41,90.75,84,-48.0,12.18,0.07,13.82,1,0,4,0,166,152,0,0,0,0,200788.96,135.6,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4050,202043.89,1432.41,90.75,84,-48.0,12.18,0.07,13.92,0,0,0,0,163,154,0,0,0,0,202043.89,135.6,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4051,202043.89,1712.41,90.75,84,-48.0,11.72,0.07,14.02,0,0,0,0,158,153,0,0,0,0,202043.89,134.58,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4052,202043.89,1384.41,90.75,84,-48.0,11.72,0.07,14.02,0,2,0,0,150,152,0,0,0,0,202043.89,134.58,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4053,203298.82,1336.41,90.75,84,-48.0,11.72,0.07,13.92,0,2,0,0,139,151,0,0,1,0,203298.82,134.58,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4054,203298.82,1648.41,90.75,84,-48.0,12.18,0.07,13.82,0,2,4,0,61,151,0,0,1,0,203298.82,134.58,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4055,194514.3,1328.41,90.75,84,-48.0,12.18,0.07,14.02,0,0,4,0,26,151,0,0,1,0,194514.3,135.6,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4056,202043.89,1632.41,90.75,84,-48.0,12.18,0.07,14.02,0,0,0,0,18,150,0,0,0,0,202043.89,135.6,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4057,205808.68,1336.41,90.75,84,-48.0,11.72,0.07,13.82,0,2,0,0,17,150,0,0,0,2,205808.68,135.6,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4058,203298.82,1560.41,91.5,84,-48.0,12.18,0.07,13.82,1,0,0,0,20,151,0,0,1,0,203298.82,135.6,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4059,205808.68,1048.41,91.5,84,-48.0,11.72,0.07,14.02,0,2,4,0,43,153,0,0,0,2,205808.68,136.62,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4060,200788.96,1408.41,91.5,84,-48.0,12.18,0.07,13.82,1,0,4,0,125,153,0,0,0,0,200788.96,136.62,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4061,204553.75,1456.41,91.5,84,-48.0,12.18,0.07,13.82,0,0,4,0,157,153,0,0,1,0,204553.75,136.62,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4062,202043.89,1320.41,91.5,84,-48.0,11.72,0.07,14.02,1,2,4,0,161,153,0,0,0,0,202043.89,136.62,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4063,204553.75,1384.41,91.5,84,-48.0,12.18,0.07,14.02,1,2,0,0,164,153,0,0,1,0,204553.75,136.62,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4064,199534.03,1376.41,91.5,84,-48.0,11.72,0.07,13.82,1,2,0,0,161,152,0,0,1,2,199534.03,136.62,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4065,198279.1,1824.44,91.5,84,-48.0,12.18,0.07,13.82,1,0,0,0,155,152,0,0,1,2,198279.1,136.62,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4066,200788.96,1720.41,91.5,84,-48.0,12.18,0.07,13.92,1,2,4,0,138,151,0,0,0,0,200788.96,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4067,203298.82,1728.41,91.5,84,-48.0,12.18,0.07,14.02,0,0,0,0,70,151,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4068,205808.68,1624.41,91.5,84,-48.0,11.72,0.07,13.82,0,0,4,0,36,152,0,0,0,2,205808.68,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4069,202043.89,1520.41,91.5,85,-48.0,12.18,0.07,13.82,0,0,0,0,24,152,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4070,203298.82,1400.41,91.5,85,-48.0,11.72,0.07,14.02,0,0,0,0,24,153,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4071,203298.82,1328.41,91.5,85,-48.0,11.72,0.07,14.02,0,0,4,0,33,155,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4072,203298.82,1304.41,91.5,85,-48.0,11.72,0.07,13.82,0,2,0,0,107,155,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4073,200788.96,1560.41,91.5,85,-48.0,11.72,0.07,13.82,1,0,0,0,150,156,0,0,0,0,200788.96,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4074,197024.17,1616.44,91.5,85,-48.0,12.18,0.07,13.92,0,2,4,0,158,156,0,0,0,2,197024.17,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4075,203298.82,1408.41,91.5,85,-48.0,12.18,0.07,13.92,0,2,0,0,161,155,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4076,203298.82,1320.41,91.5,85,-48.0,11.72,0.07,13.82,0,0,4,0,157,154,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4077,199534.03,1672.44,91.5,85,-48.0,12.18,0.07,13.82,1,0,0,0,148,154,0,0,1,2,199534.03,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4078,203298.82,1272.41,91.5,85,-48.0,11.72,0.07,13.92,0,0,4,0,98,153,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4079,194514.3,1472.41,91.5,85,-48.0,11.72,0.07,14.02,1,0,0,0,37,152,0,0,1,0,194514.3,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4080,203298.82,1528.41,91.5,85,-48.0,11.72,0.07,13.92,0,0,4,0,20,152,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4081,202043.89,1584.41,91.5,85,-48.0,11.72,0.07,13.82,0,2,4,0,15,152,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4082,204553.75,1832.41,91.5,85,-48.0,12.18,0.07,13.92,0,0,4,0,16,152,0,0,1,0,204553.75,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4083,204553.75,1288.41,91.5,85,-48.0,11.72,0.07,14.02,1,2,0,0,20,151,0,0,1,0,204553.75,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4084,200788.96,1336.41,91.5,85,-48.0,11.72,0.07,13.92,1,0,0,0,47,152,0,0,0,0,200788.96,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4085,200788.96,1248.41,91.5,85,-48.0,12.18,0.07,13.82,1,0,0,0,114,152,0,0,0,0,200788.96,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4086,204553.75,1400.41,91.5,85,-48.0,11.72,0.07,13.82,1,2,0,0,153,153,0,0,1,0,204553.75,135.61,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4087,203298.82,1352.41,91.5,85,-48.0,11.72,0.07,14.02,0,0,4,0,163,154,0,0,1,0,203298.82,135.61,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4088,204553.75,1768.41,91.5,85,-48.0,12.18,0.07,13.92,1,2,4,0,164,154,0,0,1,0,204553.75,135.61,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4089,192004.44,1632.41,92.25,85,-48.0,11.72,0.07,13.82,0,2,4,0,161,153,0,0,0,0,192004.44,135.61,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4090,203298.82,1408.41,92.25,85,-48.0,12.18,0.07,13.82,1,2,0,0,158,153,0,0,1,0,203298.82,135.61,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4091,202043.89,1472.41,92.25,85,-48.0,11.72,0.07,14.02,0,2,4,0,153,153,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4092,202043.89,1496.41,92.25,85,-48.0,12.18,0.07,14.02,0,2,0,0,85,153,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4093,204553.75,1296.41,92.25,85,-48.0,11.72,0.07,13.82,1,2,0,0,33,153,0,0,1,0,204553.75,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4094,203298.82,1008.41,92.25,85,-48.0,11.72,0.07,13.82,0,0,0,0,20,152,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4095,205808.68,1400.41,92.25,85,-48.0,11.72,0.07,13.92,1,2,4,0,18,152,0,0,0,2,205808.68,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4096,202043.89,1800.41,92.25,85,-48.0,11.72,0.07,14.02,0,0,0,0,18,152,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4097,205808.68,1632.41,92.25,85,-48.0,11.72,0.07,13.82,1,0,0,0,21,152,0,0,0,2,205808.68,136.64,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4098,204553.75,1640.41,92.25,85,-48.0,11.72,0.07,13.82,1,2,4,0,55,153,0,0,1,0,204553.75,136.64,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4099,203298.82,1384.41,92.25,85,-48.0,12.18,0.07,13.92,1,2,4,0,136,154,0,0,1,0,203298.82,136.64,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4100,202043.89,1504.41,92.25,85,-48.0,12.18,0.07,14.02,0,0,4,0,164,154,0,0,0,0,202043.89,136.64,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4101,195769.24,1816.44,92.25,85,-48.0,12.18,0.07,13.82,0,2,4,0,166,154,0,0,0,2,195769.24,136.64,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4102,202043.89,1464.41,92.25,85,-48.0,11.72,0.07,13.92,0,0,4,0,166,153,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4103,203298.82,1456.41,92.25,85,-48.0,11.72,0.07,13.92,0,0,0,0,163,153,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4104,200788.96,1448.41,92.25,85,-48.0,11.72,0.07,13.82,1,2,0,0,156,155,0,0,0,0,200788.96,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4105,200788.96,1160.41,92.25,85,-48.0,11.72,0.07,13.82,1,0,4,0,146,153,0,0,0,0,200788.96,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4106,202043.89,984.41,92.25,85,-48.0,11.72,0.07,13.92,1,2,4,0,75,152,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4107,200788.96,1800.41,92.25,85,-48.0,11.72,0.07,13.92,1,0,4,0,31,152,0,0,0,0,200788.96,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4108,203298.82,1280.41,92.25,85,-48.0,11.72,0.07,14.02,1,2,0,0,17,151,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4109,205808.68,1376.41,92.25,85,-48.0,11.72,0.07,13.82,0,0,0,0,15,151,0,0,0,2,205808.68,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4110,205808.68,1088.41,92.25,85,-48.0,12.18,0.07,13.92,0,2,4,0,16,150,0,0,0,2,205808.68,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4111,203298.82,1464.41,92.25,85,-48.0,11.72,0.07,14.02,1,2,4,0,18,150,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4112,204553.75,1224.41,92.25,85,-48.0,11.72,0.07,14.02,1,2,0,0,22,150,0,0,1,0,204553.75,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4113,203298.82,1664.41,92.25,85,-48.0,12.18,0.07,13.92,1,2,0,0,74,152,0,0,1,0,203298.82,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4114,204553.75,1352.41,92.25,85,-48.0,12.18,0.07,14.02,1,2,4,0,139,152,0,0,1,0,204553.75,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4115,205808.68,1416.41,92.25,85,-48.0,12.18,0.07,14.02,1,2,4,0,160,152,0,0,0,2,205808.68,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4116,204553.75,1536.41,92.25,85,-48.0,12.18,0.07,13.82,0,2,0,0,166,152,0,0,1,0,204553.75,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4117,205808.68,1368.41,92.25,85,-48.0,12.18,0.07,13.82,0,2,0,0,166,151,0,0,0,2,205808.68,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4118,202043.89,1488.41,92.25,85,-48.0,12.18,0.07,13.92,0,2,0,0,164,151,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4119,204553.75,1160.41,92.25,85,-48.0,11.72,0.07,14.02,1,2,0,0,160,151,0,0,1,0,204553.75,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4120,195769.24,1440.44,92.25,85,-48.0,12.18,0.07,14.02,1,0,0,0,152,151,0,0,0,2,195769.24,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4121,198279.1,1848.44,92.25,85,-48.0,12.18,0.07,13.82,0,0,4,0,135,150,0,0,1,2,198279.1,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4122,204553.75,1680.41,92.25,85,-48.0,12.18,0.07,13.92,1,2,0,0,71,152,0,0,1,0,204553.75,136.63,0,14.34,85.35,44.14,0.0,2.27,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4123,202043.89,1608.41,92.25,85,-48.0,12.18,0.07,14.02,0,2,4,0,34,151,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4124,200788.96,1864.41,92.25,85,-48.0,12.18,0.07,14.02,1,2,4,0,23,152,0,0,0,0,200788.96,136.63,0,14.34,85.35,44.14,0.0,2.24,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4125,202043.89,1536.41,92.25,85,-48.0,11.72,0.07,13.82,0,0,4,0,22,153,0,0,0,0,202043.89,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
4126,204553.75,1432.41,92.25,85,-48.0,11.72,0.07,13.82,1,0,0,0,25,154,0,0,1,0,204553.75,136.63,0,14.34,85.35,44.14,0.0,2.3,0.0,0.0,60.0,60.0,0,0,0,0.0,-72.65
